%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% Input Document                  %
% Format:			  %
% Variable_Name:(Type)content;    %
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%


%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% Physical Properties
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
channel_name=(string)RBHY;
moving_mass=(number)1.6;
samplingfreq=(number)8000;
simduration=(number)3;
encoder_resolution=(number)1e-9;
peak_current=(number)12.4;
force_constant=(number)30;


%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% Motion Profile
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
PVAFM
0	0	0	0	0
1.56E-08	0.000125084	1.000675999	0	0
6.25E-08	0.000375241	2.001251829	0	0
1.56E-07	0.000750444	3.001627333	0	0
3.13E-07	0.001250657	4.001702372	0	0
5.47E-07	0.001875829	5.001376838	0	0
8.75E-07	0.002625898	6.000550663	0	0
1.31E-06	0.003500789	6.999123829	0	0
1.88E-06	0.004500413	7.996996379	0	0
2.58E-06	0.005624672	8.994068424	0	0
3.44E-06	0.006873452	9.990240157	0	0
4.47E-06	0.008246628	10.98541186	0	0
5.69E-06	0.009744064	11.97948392	0	0
7.11E-06	0.011365608	12.97235682	0	0
8.75E-06	0.0131111	13.96393118	0	0
1.06E-05	0.014980363	14.95410775	0	0
1.27E-05	0.016973212	15.94278739	0	0
1.51E-05	0.019089445	16.92987116	0	0
1.78E-05	0.021328853	17.91526023	0	0
2.08E-05	0.02369121	18.89885598	0	0
2.40E-05	0.02617628	19.88055994	0	0
2.76E-05	0.028783814	20.86027384	0	0
3.16E-05	0.031513552	21.83789961	0	0
3.59E-05	0.034365219	22.8133394	0	0
4.05E-05	0.037338531	23.78649556	0	0
4.56E-05	0.04043319	24.75727067	0	0
5.10E-05	0.043648886	25.72556756	0	0
5.69E-05	0.046985297	26.69128931	0	0
6.32E-05	0.050442089	27.65433925	0	0
7.00E-05	0.054018917	28.61462097	0	0
7.72E-05	0.057715422	29.57203834	0	0
8.49E-05	0.061531234	30.52649554	0	0
9.31E-05	0.065465971	31.47789701	0	0
0.000101746	0.069519239	32.42614753	0	0
0.000110958	0.073690633	33.37115217	0	0
0.000120705	0.077979735	34.31281634	0	0
0.000131003	0.082386116	35.25104577	0	0
0.000141867	0.086909334	36.18574655	0	0
0.000153311	0.091548938	37.11682511	0	0
0.000165349	0.096304461	38.04418826	0	0
0.000177996	0.101175429	38.96774315	0	0
